timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-29T02:09:10.364161,59.02,0,59.02,0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-29T02:10:10.363420,4.256
2026-04-29T02:09:10.422756,59.02,0,61.61,0.0,1000.0,0.0,0,92.4,100,0,60.0,2026-04-29T02:10:10.422634,4.21
2026-04-29T02:09:11.315073,59.02,0,61.64,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:11.314897,4.21
2026-04-29T02:09:11.372189,59.03,0,61.63,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:11.372067,4.21
2026-04-29T02:09:11.428578,59.03,0,61.63,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:11.428419,4.21
2026-04-29T02:09:12.372938,59.03,0,61.66,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:12.372752,4.21
2026-04-29T02:09:12.457401,59.03,0,61.64,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:12.457185,4.21
2026-04-29T02:09:12.529528,59.03,0,61.64,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:12.529213,4.21
2026-04-29T02:09:13.608454,59.05,0,61.66,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:13.607810,4.21
2026-04-29T02:09:13.683294,59.05,0,61.66,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:13.683158,4.21
2026-04-29T02:09:13.768479,59.05,0,61.66,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:13.768250,4.21
2026-04-29T02:09:14.477413,59.05,0,61.67,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:14.477146,4.21
2026-04-29T02:09:14.535284,59.05,0,61.66,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:14.535151,4.21
2026-04-29T02:09:14.596707,59.05,0,61.66,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:14.596549,4.21
2026-04-29T02:09:15.537994,59.07,0,61.68,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:15.537792,4.21
2026-04-29T02:09:15.594286,59.07,0,61.67,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:15.594137,4.21
2026-04-29T02:09:16.551971,59.07,0,61.7,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:16.551783,4.21
2026-04-29T02:09:16.609279,59.09,0,61.7,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:16.609130,4.21
2026-04-29T02:09:16.664024,59.09,0,61.69,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:16.663881,4.21
2026-04-29T02:09:17.602789,59.11,0,61.72,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:17.602648,4.21
2026-04-29T02:09:17.662103,59.11,0,61.71,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:17.661935,4.21
2026-04-29T02:09:17.738527,59.11,0,61.71,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:17.725415,4.21
2026-04-29T02:09:18.661223,59.11,0,61.72,0.0,1000.0,0.0,4.199,92.4,100,0,60.0,2026-04-29T02:10:18.661064,4.21
