2026-04-29T22:37:51.462725,27.17,0,27.12,0.0,0.0,0.52,0,0.0,100,0,60.0,2026-04-29T22:38:51.462531,4.739
2026-04-29T22:37:51.506341,27.17,0,27.05,0.0,0.0,0.52,0,0.0,100,0,60.0,2026-04-29T22:38:51.506237,4.736
2026-04-29T22:37:51.549119,27.17,0,27.02,0.0,0.0,0.52,0,0.0,100,0,60.0,2026-04-29T22:38:51.549030,4.733
2026-04-29T22:37:52.518355,26.92,0,26.88,0.0,0.0,0.52,0,0.0,100,0,60.0,2026-04-29T22:38:52.518205,4.737
2026-04-29T22:37:52.561391,26.92,0,26.8,0.0,0.0,0.58,0,0.0,100,0,60.0,2026-04-29T22:38:52.561278,4.794
2026-04-29T22:37:53.553302,26.92,0,26.76,0.0,0.0,0.58,0,0.0,100,0,60.0,2026-04-29T22:38:53.553187,4.8
2026-04-29T22:37:53.601908,26.72,0,26.61,0.0,0.0,0.67,0,0.0,100,0,60.0,2026-04-29T22:38:53.601805,4.887
2026-04-29T22:37:53.642702,26.72,0,26.57,0.0,0.0,0.67,0,0.0,100,0,60.0,2026-04-29T22:38:53.642602,4.885
2026-04-29T22:37:54.592878,26.72,0,26.53,0.0,0.0,0.67,0,0.0,100,0,60.0,2026-04-29T22:38:54.592762,4.892
2026-04-29T22:37:54.639459,26.56,0,26.43,0.0,0.0,0.77,0,0.0,100,0,60.0,2026-04-29T22:38:54.639364,4.988
2026-04-29T22:37:54.679992,26.56,0,26.39,0.0,0.0,0.77,0,0.0,100,0,60.0,2026-04-29T22:38:54.679909,4.985
2026-04-29T22:37:55.640623,26.39,0,26.34,0.0,0.0,0.77,0,0.0,100,0,60.0,2026-04-29T22:38:55.640485,4.994
2026-04-29T22:37:55.684107,26.39,0,26.27,0.0,0.0,0.77,0,0.0,100,0,60.0,2026-04-29T22:38:55.684011,4.99
2026-04-29T22:37:55.725814,26.39,0,26.24,0.0,0.0,0.77,0,0.0,100,0,60.0,2026-04-29T22:38:55.725704,4.987
2026-04-29T22:37:56.702057,26.24,0,26.18,0.0,0.0,0.77,0,0.0,100,0,60.0,2026-04-29T22:38:56.701946,4.994
2026-04-29T22:37:56.746833,26.24,0,26.13,0.0,0.0,0.75,0,0.0,100,0,60.0,2026-04-29T22:38:56.746722,4.97
2026-04-29T22:37:56.798179,26.24,0,26.11,0.0,0.0,0.75,0,0.0,100,0,60.0,2026-04-29T22:38:56.792338,4.967
2026-04-29T22:37:57.752028,26.09,0,26.04,0.0,0.0,0.75,0,0.0,100,0,60.0,2026-04-29T22:38:57.751889,4.974
2026-04-29T22:37:57.794934,26.09,0,26.01,0.0,0.0,0.66,0,0.0,100,0,60.0,2026-04-29T22:38:57.794831,4.88
2026-04-29T22:37:57.836835,26.09,0,26.0,0.0,0.0,0.66,0,0.0,100,0,60.0,2026-04-29T22:38:57.836742,4.877
2026-04-29T22:37:58.805471,25.97,0,25.93,0.0,0.0,0.66,0,0.0,100,0,60.0,2026-04-29T22:38:58.798678,4.882
2026-04-29T22:37:58.925617,25.97,0,25.91,0.0,0.0,0.56,0,0.0,100,0,60.0,2026-04-29T22:38:58.925479,4.778
2026-04-29T22:37:59.479952,25.97,0,25.89,0.0,0.0,0.56,0,0.0,100,0,60.0,2026-04-29T22:38:59.479855,4.779
2026-04-29T22:37:59.865964,25.84,0,25.83,0.0,0.0,0.56,0,0.0,100,0,60.0,2026-04-29T22:38:59.865831,4.778
2026-04-29T22:37:59.907641,25.84,0,25.8,0.0,0.0,0.56,0,0.0,100,0,60.0,2026-04-29T22:38:59.907571,4.776
2026-04-29T22:38:00.915028,25.84,0,25.77,0.0,0.0,0.56,0,0.0,100,0,60.0,2026-04-29T22:39:00.906609,4.782
2026-04-29T22:38:00.958602,25.72,0,25.7,0.0,0.0,0.62,0,0.0,100,0,60.0,2026-04-29T22:39:00.958501,4.838
2026-04-29T22:38:01.000244,25.72,0,25.67,0.0,0.0,0.62,0,0.0,100,0,60.0,2026-04-29T22:39:01.000137,4.835
2026-04-29T22:38:01.944774,25.59,0,25.63,0.0,0.0,0.62,0,0.0,100,0,60.0,2026-04-29T22:39:01.944624,4.841
2026-04-29T22:38:01.991331,25.59,0,25.58,0.0,0.0,0.66,0,0.0,100,0,60.0,2026-04-29T22:39:01.991240,4.878
2026-04-29T22:38:02.032190,25.59,0,25.56,0.0,0.0,0.66,0,0.0,100,0,60.0,2026-04-29T22:39:02.032111,4.875
2026-04-29T22:38:02.972680,25.46,0,25.51,0.0,0.0,0.66,0,0.0,100,0,60.0,2026-04-29T22:39:02.972541,4.881
