timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-30T21:06:33.837836,18.49,0,18.49,0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-30T21:07:33.837283,4.193
2026-04-30T21:06:33.957085,18.49,0,21.53,0.0,1000.0,0.0,0,100,100,0,60.0,2026-04-30T21:07:33.956915,4.203
2026-04-30T21:06:34.814149,18.49,0,21.63,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:34.813960,4.203
2026-04-30T21:06:34.877247,18.49,0,21.64,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:34.877089,4.203
2026-04-30T21:06:34.942404,18.49,0,21.65,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:34.942259,4.203
2026-04-30T21:06:35.865264,18.49,0,21.68,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:35.865115,4.203
2026-04-30T21:06:35.926614,18.49,0,21.67,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:35.926474,4.203
2026-04-30T21:06:35.988774,18.49,0,21.67,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:35.988636,4.203
2026-04-30T21:06:36.922970,18.49,0,21.69,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:36.922759,4.203
2026-04-30T21:06:36.982214,18.49,0,21.67,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:36.982063,4.203
2026-04-30T21:06:37.041667,18.49,0,21.67,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:37.041497,4.203
2026-04-30T21:06:37.967094,18.49,0,21.68,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:37.966905,4.203
2026-04-30T21:06:38.031409,18.49,0,21.67,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:38.031276,4.203
2026-04-30T21:06:38.093727,18.49,0,21.67,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:38.093568,4.203
2026-04-30T21:06:39.033129,18.49,0,21.68,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:39.032943,4.203
2026-04-30T21:06:39.103802,18.49,0,21.67,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:39.103535,4.203
2026-04-30T21:06:40.067070,18.49,0,21.7,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:40.066631,4.203
2026-04-30T21:06:40.135894,18.49,0,21.68,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:40.135651,4.203
2026-04-30T21:06:40.205623,18.49,0,21.67,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:40.205446,4.203
2026-04-30T21:06:41.113083,18.5,0,21.7,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:41.112944,4.203
2026-04-30T21:06:41.178514,18.5,0,21.68,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:41.178345,4.203
2026-04-30T21:06:41.240265,18.5,0,21.68,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:41.240112,4.203
2026-04-30T21:06:42.149555,18.5,0,21.7,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:42.149230,4.203
2026-04-30T21:06:42.212531,18.5,0,21.68,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:42.212366,4.203
2026-04-30T21:06:42.272945,18.5,0,21.68,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:42.272765,4.203
2026-04-30T21:06:43.208058,18.5,0,21.69,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:43.207886,4.203
2026-04-30T21:06:43.268799,18.5,0,21.68,0.0,1000.0,0.0,4.199,100,100,0,60.0,2026-04-30T21:07:43.268522,4.203
